Sun Dec 19 06:51:49 2021,3316.00
Sun Dec 19 06:51:49 2021,2808.00
Sun Dec 19 06:51:49 2021,3106.00
Sun Dec 19 06:51:49 2021,2618.00
Sun Dec 19 06:51:49 2021,2642.00
Sun Dec 19 06:51:50 2021,3240.00
Sun Dec 19 06:51:50 2021,2614.00
Sun Dec 19 06:51:50 2021,2740.00
Sun Dec 19 06:51:50 2021,3710.00
Sun Dec 19 06:51:51 2021,3404.00
Sun Dec 19 06:51:51 2021,3126.00
Sun Dec 19 06:51:51 2021,2644.00
Sun Dec 19 06:51:51 2021,2378.00
Sun Dec 19 06:51:51 2021,3248.00
Sun Dec 19 06:51:52 2021,3578.00
Sun Dec 19 06:51:52 2021,3880.00
Sun Dec 19 06:51:52 2021,3856.00
Sun Dec 19 06:51:52 2021,3120.00
Sun Dec 19 06:51:52 2021,4620.00
Sun Dec 19 06:51:53 2021,2562.00
Sun Dec 19 06:51:53 2021,3896.00
Sun Dec 19 06:51:53 2021,3932.00
Sun Dec 19 06:51:53 2021,3828.00
Sun Dec 19 06:51:53 2021,4002.00
Sun Dec 19 06:51:54 2021,4436.00
Sun Dec 19 06:51:54 2021,4938.00
Sun Dec 19 06:51:54 2021,2366.00
Sun Dec 19 06:51:54 2021,3992.00
Sun Dec 19 06:51:54 2021,3330.00
Sun Dec 19 06:51:55 2021,3304.00
Sun Dec 19 06:51:55 2021,3140.00
Sun Dec 19 06:51:55 2021,2494.00
Sun Dec 19 06:51:55 2021,2530.00
Sun Dec 19 06:51:55 2021,2996.00
Sun Dec 19 06:51:56 2021,2624.00
Sun Dec 19 06:51:56 2021,2474.00
Sun Dec 19 06:51:56 2021,2706.00
Sun Dec 19 06:51:56 2021,2510.00
Sun Dec 19 06:51:56 2021,2524.00
Sun Dec 19 06:51:57 2021,2668.00
Sun Dec 19 06:51:57 2021,2424.00
Sun Dec 19 06:51:57 2021,3774.00
Sun Dec 19 06:51:57 2021,3294.00
Sun Dec 19 06:51:57 2021,2642.00
